Review #,Brand,Variety,Style,Country,Stars,T,T_year,T_rank,Flavor,Spicy
3257,Samyang Foods,buldak hot chicken flavor topokki,Bowl,South Korea,4.0,,,,Chicken,True
3256,Ramen Hero,classic tonkotsu ramen,Pack,United States,4.5,,,,Pork,False
3255,Ramen Hero,classic shoyu ramen,Pack,United States,4.5,,,,,False
3254,Mom's Dry Noodle,blue elephant red curry,Pack,Taiwan,5.0,,,,,False
3253,Ramen Hero,classic miso ramen,Pack,United States,4.75,,,,,False
3252,Shin Horng,lukang thin noodles ginger sesame oil flavor,Pack,Taiwan,5.0,,,,,False
3251,Hokkaido Furano Ramen,tomikawa ramen,Other,Japan,4.5,,,,,False
3250,Jinmailang,cup noodles chicen mushroom flavor,Cup,United States,1.0,,,,,False
3249,Sapporo Ichiban,pirikara kenchin udon,Bowl,Japan,2.5,,,,,False
3248,Samyang Foods,tsuyu soy sauce udon,Pack,South Korea,5.0,,,,,False
3247,Mitukura,okinawa soba,Pack,Japan,4.5,,,,,False
3246,Cigala,banzai noodle sabor caril,Cup,Other,2.0,,,,,False
3245,Myojo,umakara spicy miso yakisoba,Tray,Japan,4.0,,,,,True
3244,Yamachan,ramen z miso flavor ramen,Pack,United States,3.75,,,,,False
3243,Sapporo Ichiban,pickles kimchi chige ramen,Cup,Japan,4.5,,,,,True
3242,Acecook,fujikko shio yakisoba,Bowl,Japan,3.75,,,,,False
3241,Acecook,super cup okinawa island soba,Bowl,Japan,1.0,,,,,False
3240,Tseng Noodles,spicy dolar,Pack,Taiwan,4.0,,,,,True
3239,Vite Ramen,soy sauce chicken instant noodle soup,Pack,United States,5.0,,,,Chicken,False
3238,Itsuki,soba,Pack,Japan,4.0,,2015,10,,False
3237,Samyang Foods,cheese ramen,Pack,South Korea,5.0,,,,,False
3236,Red Chef,spicy sakura prawn soup rice vermicelli noodles,Pack,Malaysia,5.0,,,,Seafood,True
3235,Myojo,scrambled egg udon,Bowl,Japan,3.5,,,,,False
3234,No Name,shrimp flavour oriental noodles soup mix,Pack,Canada,3.5,,,,Seafood,False
3233,Nissin,soup d up zesty chicken flavor,Cup,United States,2.0,,,,Chicken,False
3232,Tiger Tiger,noodles in no time pad thai,Other,United Kingdom,3.5,,,,,False
3231,Myojo,ippeichan yakisoba,Tray,Japan,5.0,,,,,False
3230,Ve Wong,dah wei wong artificial premium garlic pork flavor,Bowl,Taiwan,5.0,,,,Pork,False
3229,Buitoni,yakisoba gusto classico,Pack,Other,1.0,,,,,False
3228,MAMA,oriental kitchen hot korean flavour,Pack,Thailand,3.5,,,,,True
3227,Ebisoba Ichigen,miso,Other,Japan,5.0,,,,,False
3226,Hite,ramen cup noodle soup,Cup,Other,3.75,,,,,False
3225,Nissin,cup noodles singapore laksa,Cup,Japan,3.5,,,,,False
3224,Rooster,chili chicken flavour noodle soup,Cup,Canada,4.0,,,,Chicken,False
3223,New Touch,natsukashi shoyu ramen,Bowl,Japan,4.0,,,,,False
3222,Jinmailang,vegetable flavor,Cup,United States,4.0,,,,,False
3221,Samyang Foods,buldak topokki hot chicken flavor ramen,Pack,South Korea,5.0,,,,Chicken,True
3220,New Touch,negi shoyu ramen,Bowl,Japan,4.0,,,,,False
3219,Kinchan,squid yakisoba,Tray,Japan,5.0,,,,Seafood,False
3218,Nakaki,tomato ramen,Pack,Japan,2.25,,,,,False
3217,Bowlfull,beef flavour instant noodle soup,Cup,Canada,0.0,,2015,7,Beef,False
3216,Sapporo Ichiban,small fried shrimp soba,Cup,Japan,2.5,,,,Seafood,False
3215,Mykuali,vegetarian penang white curry noodles,Pack,Malaysia,1.5,,,,,False
3214,Lau Liu tou,beef flavor spicy soup,Bowl,China,4.0,,,,Beef,True
3213,Atomy,potato vegetable ramen,Pack,South Korea,4.5,,,,,False
3212,Marutai,kagoshima black prok tonkotsu,Pack,Japan,5.0,,,,Pork,False
3211,MyKuali,gaeng som noodle,Cup,Malaysia,4.5,,,,,False
3210,Prima Taste,singapore prawn soup la mian,Pack,Singapore,5.0,,,,Seafood,False
3209,Itsuki,kuromayu tonkotsu ramen,Pack,Japan,5.0,,,,Pork,False
3208,Myojo,bari kata tonkotsu ramen,Cup,Japan,3.75,,,,Pork,False
3207,Sichuan Baijia,burning dry noodles chili oil flavor,Bowl,China,3.5,,,,,True
3206,Myojo,garlic tamari shoyu yakisoba,Tray,Japan,3.5,,,,,False
3205,Easybab,hot chicken flavor noodles rice,Pack,South Korea,3.75,,,,Chicken,True
3204,Nissin,edo soba,Cup,Japan,3.75,,,,,False
3203,Mama Pat's,chicken fajita flavor instant ramen noodles,Cup,United States,2.75,,,,Chicken,False
3202,Red Chef,pandan white curry noodle new recipe ,Pack,Malaysia,5.0,,,,,False
3201,Tian Ling Ling,dried noodles with shallot sauce,Pack,Taiwan,5.0,,,,,False
3200,Yum Yum,instant cup noodles tom yum chicken super flavour,Cup,Thailand,3.5,,,,Chicken,False
3199,New Touch,sauce yakisoba,Tray,Japan,3.75,,,,,False
3198,Tian Ling Ling,dried noodles with chili shallot sauce,Pack,Taiwan,5.0,,,,,False
3197,Sakurai Foods,vegetarian tonkotsu noodle,Pack,Japan,4.0,,,,Pork,False
3196,Prima Taste,singapore chilli crab flavoured la mian,Pack,Singapore,5.0,,,,Seafood,True
3195,Sapporo Ichiban,kurenai spicy miso ramen,Cup,Japan,4.5,,,,,True
3194,Rooster,hot spicy flavour noodle soup,Bowl,Canada,1.5,,,,,True
3193,Maruchan,seimen curry udon,Pack,Japan,4.0,,,,,False
3192,A-Sha,gourmet wagyu beef noodle soup,Other,Taiwan,5.0,,,,Beef,False
3191,Nongshim,pop pot or pan beef flavor,Pack,United States,4.0,,,,Beef,False
3190,Payless,xtra big pancit canton chili mansi flavor,Pack,Philippines,4.25,,,,Seafood,False
3189,Canton,spicy tomato flavour,Pack,Other,2.25,,,,,True
3188,Sapporo Ichiban,momosan ramen tokyo chicken,Pack,United States,3.5,,,,Chicken,False
3187,Big Bon,spice mix piquant,Pack,Other,3.75,,,,,False
3186,Nissin Miojo,nissin lamen light legumes,Pack,Brazil,3.75,,,,,False
3185,Sakurai Foods,vegetarian stir fried noodles worcestershire sauce flavor ,Pack,Japan,2.0,,2015,4,,False
3184,Maruchan,ramen noodle soup pork flavor,Pack,United States,3.25,,,,Pork,False
3183,Uni-President,imperial big meal super hot pot beef,Bowl,Taiwan,4.0,,,,Beef,True
3182,Maruchan,ramen noodle soup roast beef flavor,Pack,United States,3.25,,,,Beef,False
3181,Nissin,yakisoba instant pancit savory beef,Cup,Philippines,3.75,,,,Mixed,False
3180,Yum Yum,tem tem tom yum moo deng,Cup,Thailand,3.75,,,,,False
3179,Nagatanien,tom yum kung rice vermicelli,Pack,Japan,2.0,,,,,False
3178,Acecook,kelp broth shio ramen,Cup,Japan,2.5,,,,,False
3177,Maison de Coree,ramen gout coco poulet,Cup,Other,3.75,,,,Chicken,False
3176,Maruchan,gotsumori shio yakisoba,Tray,Japan,5.0,,,,,False
3175,Myojo,chukazanmai tantanmen,Cup,Japan,3.5,,,,,False
3174,TIEasy,sesame sauce handmade noodle,Pack,Taiwan,3.75,,,,,False
3173,Sapporo Ichiban,momosan ramen tonkotsu,Pack,United States,5.0,,,,Pork,False
3172,Samlip,hi myon katsuo udon,Pack,South Korea,3.5,,,,,False
3171,Doll,bowl noodle satay beef flavour,Bowl,Hong Kong,4.25,,,,Beef,False
3170,Maison de Coree,ramen gout carbonara,Cup,Other,4.0,,,,,False
3169,Myojo,mapo men,Cup,Japan,3.5,,,,,False
3168,New Touch,chashu ramen,Bowl,Japan,2.75,,,,Pork,False
3167,Vedan,jhen mian tang braised beef noodles with ginger,Other,Taiwan,1.5,,,,Beef,False
3166,Kinchan,niku udon with wakame,Cup,Japan,3.75,,,,,False
3165,Mamee / Shinsegae,daebak spicy kimchi,Pack,Malaysia,4.5,,,,,True
3164,Kenko Foods,health shio ramen,Pack,Japan,3.5,,,,,False
3163,Mom's Dry Noodle,spicy hot pot noodle,Other,Taiwan,3.0,,,,,True
3162,Sapporo Ichiban,mentaiko tonkotsu ramen,Bowl,Japan,3.75,,,,Pork,False
3161,Sakurai Foods,vegetarian soymilk spicy ramen,Pack,Japan,5.0,,,,,True
3160,Mazendo,noodles with chili mala sauce,Pack,Taiwan,5.0,,,,,False
3159,Sichuan Baijia,big boss hot sour sweet potato vermicelli,Cup,China,1.5,,,,Beef,True
3158,Simply Asia,singapore street noodles classic curry,Other,United States,0.0,,,,,False
3157,TIEasy,traditional scallion sliced noodle,Pack,Taiwan,5.0,,,,,False
3156,Nongshim,spicy gamjatang,Pack,South Korea,5.0,,,,,True
3155,Jinmailang,cup noodles slow roast beef flavor,Cup,China,2.5,,,,Beef,False
3154,Acecook,super cup pork kimchi ramen,Bowl,Japan,3.0,,,,Pork,True
3153,Maison de Coree,ramen gout bbq coree,Cup,Other,5.0,,,,,False
3152,Maruchan,qtta curry ramen,Cup,Japan,5.0,,,,,False
3151,Hakubaku,shoyu soy sauce flavor ramen,Pack,United States,5.0,,,,,False
3148,Hakubaku,tonkotsu pork flavor ramen,Pack,United States,5.0,,,,Pork,False
3147,Samyang Foods,buldak mini,Pack,South Korea,4.0,,,,Chicken,False
3146,Nissin,yakisoba instant pancit spicy chicken flavor,Cup,Philippines,4.25,,,,Mixed,True
3145,Maison de Coree,ramen gout poulet feu,Cup,Other,4.0,,,,Chicken,False
3144,MAMA,oriental kitchen stir fried salted egg,Pack,Thailand,5.0,,,,,False
3143,Sau Tao,tom yum kung flavour rice vermicelli,Pack,Hong Kong,3.75,,,,,False
3142,Quero,galinha caipira refogada,Pack,Brazil,3.75,,,,,False
3141,Maruchan,thai red curry udon,Bowl,Japan,5.0,,,,,False
3140,Samyang Foods,buldak ramen topokki,Pack,South Korea,5.0,,,,Chicken,False
3139,A-Sha,guanmiao noodle spicy fennel,Pack,Taiwan,4.0,,,,,True
3138,Suimin,origins premium noodle bowl thai green curry flavour,Bowl,Australia,5.0,,,,Beef,False
3137,Suimin,origins premium noodle bowl beef massaman flavour,Bowl,Australia,5.0,,,,Beef,False
3136,Suimin,origins premium noodle bowl seafood laksa flavour,Bowl,Australia,5.0,,,,Mixed,False
3135,Nissin,chikin ramen mini donburi,Bowl,Japan,5.0,,,,,False
3134,Marutai,kumamoto tonkotsu ramen,Pack,Japan,5.0,,,,Pork,False
3133,Myojo,mellow miso ramen,Cup,Japan,0.5,,,,,False
3132,Liangchengmei,biang biang men,Other,China,5.0,,,,,False
3131,TTL,spicy pork with rice wine,Pack,Taiwan,5.0,,,,Pork,True
3130,Master Kong,golden stock shrimp noodles,Bowl,China,5.0,,,,Seafood,False
3129,Acecook,super cup pringles sour cream onion yakisoba,Tray,Japan,0.0,,,,,False
3128,Kinchan,kinchan noodle,Cup,Japan,5.0,,,,,False
3127,Yamamoto,tanukioyazi spicy tonoktsu ramen,Bowl,Japan,3.75,,,,,True
3126,Fukumen,noukou asahikawa shoyu,Pack,Japan,5.0,,,,,False
3125,Micoem,cung dinh kool mi tron trung muoi salted egg flavor ,Cup,Vietnam,3.5,,,,,False
3124,Maruchan,kitsune udon 40th anniversary,Bowl,Japan,4.5,,,,,False
3123,Luosiking,spicy river snail pork,Tray,China,3.75,,,,Pork,True
3122,Mamee Shinsegae,daebak ghost pepper spicy chicken,Cup,Malaysia,3.75,,,,Chicken,True
3121,Luosiking,river snail pork,Bowl,China,3.75,,2015,9,Pork,False
3120,Nissin,cup noodles diablo,Cup,Mexico,4.25,,,,,False
3119,Daikoku,tempura soba,Bowl,Japan,4.0,,,,,False
3118,Nongshim,pop pot or pan chicken,Pack,United States,5.0,,,,Chicken,False
3117,A-Sha,gourmet sesame paste noodle,Pack,Taiwan,3.75,,,,,False
3116,Acecook,miso butter ramen,Cup,Japan,3.5,,,,,False
3115,Suraj,masala noodles,Pack,Canada,2.0,,,,,False
3114,A-Sha,gourmet sichuan peppercorn flavor,Pack,Taiwan,5.0,,,,,True
3113,Itsuki,ebi tempura udon,Bowl,Japan,3.5,,,,,False
3112,Canton,instant noodles vegetable flavour,Pack,Other,3.75,,,,,False
3111,Maruchan,soy milk tan tan wantanmen,Bowl,Japan,4.0,,,,,False
3110,Maruchan,qtta hamburger ramen,Cup,Japan,4.0,,,,Pork,False
3109,Wu Mu,jing xiang ban mian ramen soup chili beef flavor,Pack,Taiwan,5.0,,,,Beef,False
3108,Culley's,world s hottest ramen noodles,Other,Other,3.0,,2015,6,,True
3107,Samyang Foods,bowl noodle soup chicken flavor,Bowl,South Korea,3.5,,,,Chicken,False
3106,Double Mountain,xiamen instant noodles satay flavor,Pack,China,5.0,,,,,False
3105,Maggi,pedas giler tom yummz mi goreng,Pack,Malaysia,2.5,,,,,False
3104,Yi Lai Shuen,handmade noodles with spicy chili sauce,Pack,Taiwan,5.0,,,,,True
3103,Neo~Essence,top graded spicy sauce ramen noodles,Other,Taiwan,5.0,,,,,True
3102,Myojo,spicy barikata tonkotsu mazesoba,Bowl,Japan,4.0,,,,Pork,True
3101,Samyang Foods,sriracha ramen snack,Pack,South Korea,3.75,,,,,False
3100,A-Sha,gourmet braised beef noodle soup,Other,Taiwan,5.0,,2015,1,Beef,False
3099,Nissin,cup noodles alitas hot,Cup,Mexico,5.0,,,,,True
3098,Lau Liu Tou,hand made noodles spicy beef,Bowl,China,3.75,,,,Beef,True
3097,Yum Yum,tem tem squid with lime,Cup,Thailand,4.0,,,,Seafood,False
3096,Prima Taste,singapore black pepper crab flavoured la mian,Pack,Singapore,5.0,,,,Seafood,True
3095,Daikoku,tonkotsu ramen,Pack,Japan,3.5,,,,Pork,False
3094,Nongshim,oolongmen beef,Cup,United States,2.0,,,,Beef,False
3093,Sichuan Baijia,green curry shrimp flavor instant vermicelli,Pack,China,1.0,,,,Seafood,False
3092,Way Premium Foods,authentic penang asam laksa,Other,Malaysia,5.0,,,,,False
3091,Way Premium Foods,authentic chili crab noodles,Other,Malaysia,4.0,,,,Seafood,False
3090,Way Premium Foods,authentic singapore laksa,Other,Malaysia,5.0,,,,,False
3089,Way Premium Foods,authentic penang prawn mee,Other,Malaysia,5.0,,,,Seafood,False
3088,Way Premium Foods,authentic thai laksa,Other,Malaysia,5.0,,,,,False
3087,Way Premium Foods,premium scallop noodles,Other,Malaysia,5.0,,,,Seafood,False
3086,Nissin,raoh kogashi shoyu,Bowl,Japan,5.0,,,,,False
3085,Sapporo Ichiban,oil soba shrimp,Bowl,Japan,4.25,,,,Seafood,False
3084,Itomen,yamaimo soba,Pack,Japan,3.5,,,,,False
3083,Burung Layang Terbang,kweitiau kuah rasa ayam,Pack,Indonesia,3.5,,,,Chicken,False
3082,Mivina,banana flavor instant noodles,Pack,Other,3.5,,,,,False
3081,Fu Chung,village dry noodles with sauce garlic sesame,Pack,Taiwan,1.25,,,,,False
3080,Fu Chung,village dry noodles with sauce basil clam flavor,Pack,Taiwan,1.0,,,,Seafood,False
3079,Fu Chung,village dry noodles with sauce spicy sichuan pepper with vinegar,Pack,Taiwan,5.0,,,,,True
3078,Itsuki,kurume ramen,Pack,Japan,5.0,,,,,False
3077,Acecook,yuzu somen,Cup,Japan,2.75,,,,,False
3076,Rooster,chili chicken flavour noodle soup,Bowl,Canada,3.75,,,,Chicken,False
3075,Sapporo Ichiban,spicy otafuku okonomiyaki sauce yakisoba,Tray,Japan,2.0,,,,,True
3074,Maggi,pedas giler ayam bakar mi goreng,Pack,Malaysia,4.25,,,,Chicken,False
3073,Trader Joe's,miso ramen soup,Cup,United States,3.5,,,,,False
3072,Canton,instant noodles beef flavour,Pack,Other,3.0,,,,Beef,False
3071,Uncle Sun,dry chili crab noodle,Pack,Malaysia,3.75,,2013,10,Seafood,False
3070,A-Sha,gourmet traditional taiwanese soybean paste noodle,Pack,Taiwan,5.0,,,,,False
3069,Vedan,wei wei premium noodle with spicy beef,Bowl,Taiwan,4.5,,,,Beef,True
3068,Sapporo Ichiban,japanese style noodles soy sauce flavor,Bowl,United States,3.25,,,,,False
3067,Samyang Foods,bowl noodle soup hot spicy flavor,Bowl,South Korea,5.0,,,,,True
3066,Nissin,cup noodles camaron fuego,Cup,Mexico,4.0,,2015,8,,False
3065,Kinchan,bukkake udon,Bowl,Japan,3.75,,,,,False
3064,Lee Fah Mee,instant noodle with abalone chicken flavour,Pack,Malaysia,3.25,,,,Mixed,False
3063,Maruchan,dining tantanmen,Bowl,Japan,3.75,,,,,False
3062,Nissin,cup noodle nice kimchi tonkotsu,Cup,Japan,4.75,,,,Pork,True
3061,COCO 2.0,budae jjigae,Bowl,United States,3.75,,,,,False
3060,Jinya Ramen Bar,chicken wonton ramen,Bowl,United States,5.0,,,,Chicken,False
3059,Maruchan,nanban curry soba,Bowl,Japan,2.0,,,,,False
3058,Big Bon,beef flavor,Pack,Other,3.25,,,,Beef,False
3057,Daikoku,gumma chan udon,Cup,Japan,3.5,,,,,False
3056,Nissin,cup noodles soup d up savory shrimp,Cup,United States,4.0,,,,Seafood,False
3055,Mamee-Shinsegae,daebak spicy fried chicken dry noodle,Pack,Malaysia,4.25,,,,Chicken,True
3054,Xiao Ban Mian,spicy meat paste flavor noodle,Pack,Taiwan,5.0,,,,,True
3053,Conimex,oriental noodles thom khakai,Cup,Netherlands,3.0,,,,,False
3052,Vedan,jhen mian tang stewed pork noodles with mushroom,Other,Taiwan,5.0,,,,Pork,False
3051,Best Wok,mi goreng sambal seafood,Pack,Indonesia,5.0,,,,Seafood,False
3050,Chitato,indomie mi goreng potato chips,Pack,Indonesia,5.0,,,,,False
3049,New Touch,kimchi ramen,Bowl,China,4.0,,,,,True
3048,Uni-President,braised beef stir noodle bowl,Bowl,China,3.5,,,,Beef,False
3047,Samyang Foods,10 000 shu hek buldak bokkeummyun nuclear fire noodle 2x ,Pack,South Korea,3.5,,,,Mixed,True
3046,Buitoni,yakisoba noodles gusto chili,Pack,Other,2.5,,,,,False
3045,Samyang Foods,buldak bokkeummyun hot chicken flavor gyoza dumpling,Pack,South Korea,4.0,,,,Mixed,True
3044,Sau Tao,laksa flavour ramen,Pack,Hong Kong,4.5,,,,,False
3043,San-Iku,shoyu ramen,Pack,Japan,4.0,,,,,False
3042,Canton,curry flavour,Pack,Other,3.0,,,,,False
3041,Maruchan,qtta mexican tacos ramen,Cup,Japan,2.5,,,,,False
3040,Fantastic Noodles,scallion sauce,Pack,Taiwan,4.0,,,,,False
3039,Fantastic Noodles,spicy dolar,Pack,Taiwan,4.0,,,,,True
3038,Wu-Mu,jing xiang ban mian ramen with fried green onio,Pack,Taiwan,4.0,,,,,False
3037,Yum Yum,spicy thai seafood flavor,Pack,Thailand,3.5,,,,Seafood,True
3036,TTL,pickled vegetable beef with hua diao liquor,Pack,Taiwan,5.0,,,,Beef,False
3035,TTL,spring chicken with hua diao liquor,Bowl,Taiwan,5.0,,,,Chicken,False
3034,TTL,pickled vegetable beef with hua diao liquor,Bowl,Taiwan,5.0,,,,Beef,False
3033,TTL,bolognese red wine sauce,Pack,Taiwan,4.0,,,,,False
3032,TTL,dongpo braised pork with hua diao liquor,Pack,Taiwan,4.75,,,,Pork,False
3031,Kinchan,tokufun shukodo miso aji,Cup,Japan,3.5,,,,,False
3030,Nongshim,shin black bowl,Bowl,China,5.0,,,,Beef,False
3029,Maruchan,yakisoba meijin shio,Tray,Japan,2.5,,,,,False
3028,Maruchan,yakisoba korean bbq flavor,Tray,United States,4.5,,,,,False
3027,Sapporo Ichiban,shio donburi,Bowl,Japan,4.0,,,,,False
3026,Mom's Dry Noodle,shiitake zhajiang,Pack,Taiwan,5.0,,,,,False
3025,Uncle Sun,dry black pepper crab noodle,Pack,Malaysia,3.75,,,,Seafood,True
3024,Nissin,cup nooldes nice pork shoyu new version ,Cup,Japan,5.0,,,,Pork,False
3023,Trader Joe's,chicken ramen soup,Cup,United States,3.75,,,,Chicken,False
3022,Myojo,yakisoba curry flavor,Pack,United States,5.0,,,,,False
3021,Itsuki,sapporo miso ramen,Pack,Japan,3.75,,,,,False
3020,Panco,lamen hot sabor galinha a moda baiana,Pack,Brazil,3.5,,,,,True
3019,Sau Tao,tom yum kung flavour ramen,Pack,Hong Kong,5.0,,,,,False
3018,Sapporo Ichiban,spicy champon,Bowl,Japan,4.5,,,,Pork,True
3017,Vite Ramen,soy sauce chicken,Pack,United States,2.0,,,,Chicken,False
3016,Vite Ramen,garlic pork,Pack,United States,4.5,,,,Pork,False
3015,Vite Ramen,vegan mushroom shio,Pack,United States,5.0,,,,,False
3014,Sunaoshi,sapporo sauce yakisoba,Pack,Japan,4.75,,,,,False
3013,Kinchan,shoyu tonkotsu,Cup,Japan,3.75,,,,Pork,False
3012,Samyang Foods,sriracha ramen snack,Pack,South Korea,4.0,,,,,False
3011,San-Iku,shio ramen,Pack,Japan,4.5,,,,,False
3010,Vedan,wei wei premium noodle with braised beef,Bowl,Taiwan,3.5,,,,Beef,False
3009,Acecook,yokosuka navy curry udon,Cup,Japan,4.75,,,,,False
3008,Indomie,real meat mi instan goreng rendang,Other,Indonesia,5.0,,,,,False
3007,Myojo,char mee 100,Pack,Singapore,4.25,,,,,False
3006,Uni-President,guizhou spicy soybean paste flavor stir noodle bowl,Bowl,China,3.75,,,,Beef,True
3005,Samyang Foods,chinese style bibimmyun,Pack,South Korea,3.75,,,,,False
3004,Wei Lih,hell spicy dry noodle with soup,Bowl,Taiwan,4.0,,,,,True
3003,Chencun,the flavours of yunnan china acid peppery beef,Bowl,China,2.75,,,,Beef,True
3002,New Touch,machi ichiban shio ramen,Pack,Japan,4.5,,,,,False
3001,Itsuki,kumamoto mokkosu ramen,Pack,Japan,5.0,,,,,False
3000,Peyoung,gigamax yakisoba,Tray,Japan,3.75,,,,,False
2999,Uni-President,pickled cabbage beef stir noodle bowl,Bowl,China,4.25,,,,Beef,False
2998,Acecook,goma negi tonkotsu,Cup,Japan,3.5,,,,Pork,False
2997,Rooster,chili seafood flavour,Pack,Canada,4.25,,,,Seafood,False
2996,Nissin,cup noodles soup d up roasted chicken,Cup,United States,4.0,,,,Chicken,False
2995,Uni-President,xo sauce stir noodle bowl,Bowl,China,4.0,,,,Beef,False
2994,Sapporo Ichiban,ise ebi soup noodles,Cup,Japan,2.5,,,,,False
2993,Wugudaochang,tomato sirloin instant broad noodles,Bowl,China,5.0,,,,,False
2992,Nissin Miojo,cremosa sabor pizza,Pack,Brazil,3.5,,,,,False
2991,Big Bon,chicken salsaa sauce,Pack,Other,3.25,,,,Chicken,False
2990,Nissin Miojo,turma da monica sabor tomate suave,Pack,Brazil,4.25,,,,,False
2989,Mibena,spicy chicken,Pack,Other,3.5,,,,Chicken,True
2988,Yamamoto,nippon no curry udon,Pack,Japan,5.0,,,,,False
2987,Tapatio,ramen noodle soup beef flavor,Bowl,United States,4.25,,,,Beef,False
2986,Yum Yum,pad kee mao,Pack,Thailand,3.75,,,,,False
2985,Myojo,charumera shio ramen,Cup,Japan,5.0,,,,,False
2984,Itomen,premium yakisoba,Pack,Japan,3.75,,,,,False
2983,Nongshim,spicy zha wang noodle,Pack,United States,2.0,,,,,True
2982,Samyang Foods,big bowl chicken,Bowl,South Korea,4.0,,,,Mixed,False
2981,Picnic,hot rich curry flavoured noodles,Bowl,Thailand,3.5,,,,,True
2980,Sapporo Ichiban,pokemon seafood noodles,Cup,Japan,3.5,,,,Seafood,False
2979,Maruchan,curry nama yakisoba,Pack,Japan,5.0,,,,,False
2978,Vedan,wei wei premium braised beef noodle,Pack,Taiwan,5.0,,,,Beef,False
2977,Vedan,wei wei premium braised pork noodle,Bowl,Taiwan,5.0,,,,Pork,False
2976,Sichuan Baijia,sichuan hot sour vermicelli,Bowl,China,3.75,,,,,True
2975,San-Iku,miso ramen,Pack,Japan,3.5,,,,,False
2974,Itomen,bansyu ramen,Pack,Japan,5.0,,,,,False
2973,MAMA,oriental kitchen shrimp stir fried tomyum sauce noodle,Pack,Thailand,5.0,,,,Seafood,False
2972,Bowlfull,vegetable flavour instant noodle soup,Pack,Canada,0.0,,,,,False
2971,Best Wok,mi goreng hot spicy instant noodles,Pack,Indonesia,5.0,,,,,True
2970,Samyang Foods,big bowl lobster,Bowl,South Korea,3.75,,,,Mixed,False
2969,Kiki,mapo tofu noodle,Other,Taiwan,2.5,,,,,False
2968,Acecook,sendai spicy miso ramen,Cup,Japan,4.0,,,,,True
2967,Kenko Foods,hot dry noodles,Pack,Japan,3.5,,,,,True
2966,Nissin-Miojo,turma da monica sabor caldinho de feijao suave,Pack,Brazil,3.75,,,,,False
2965,Ajinomoto,oyakata soy sauce ramen soup,Cup,Other,2.0,,,,,False
2964,Blount,beef pho vietnamese style beef noodle bowl,Bowl,United States,4.75,,,,Beef,False
2963,Kiki,noodles mixed with young vinegar,Pack,Taiwan,5.0,,,,,False
2962,Canton,instant noodles chicken curry flavour,Pack,Other,3.75,,,,Chicken,False
2961,Nissin,cup noodles seafood flavor,Cup,Philippines,3.75,,,,Seafood,False
2960,Soup Daren,spicy pork bone noodle,Bowl,China,5.0,,,,Mixed,True
2959,Nongshim,shin ramyun japan version ,Cup,Japan,3.5,,,,,False
